01Dback             
x       y           
[m]     [m]         
0  2.1655906e-009            
4.8923773e-009  2.1566039e-009            
9.7847545e-009  2.0666581e-009            
1.4677132e-008  2.0224068e-009            
1.9569509e-008  2.0699638e-009            
2.4461886e-008  2.0198729e-009            
2.9354264e-008  2.0527414e-009            
3.4246641e-008  2.1359563e-009            
3.9139018e-008  2.1576158e-009            
4.4031395e-008  2.1210797e-009            
4.8923773e-008  2.0938177e-009            
5.381615e-008  2.0949957e-009            
5.8708527e-008  2.1138975e-009            
6.3600905e-008  2.0787902e-009            
6.8493282e-008  1.9741941e-009            
7.3385659e-008  1.9357393e-009            
7.8278036e-008  1.9971376e-009            
8.3170414e-008  2.0608569e-009            
8.8062791e-008  2.0357526e-009            
9.2955168e-008  1.9340301e-009            
9.7847545e-008  1.8880466e-009            
1.0273992e-007  1.9434639e-009            
1.076323e-007  2.0671583e-009            
1.1252468e-007  2.023804e-009            
1.1741705e-007  1.944666e-009            
1.2230943e-007  2.017415e-009            
1.2720181e-007  2.0834815e-009            
1.3209419e-007  2.0689417e-009            
1.3698656e-007  2.0190043e-009            
1.4187894e-007  1.9564145e-009            
1.4677132e-007  1.9618319e-009            
1.516637e-007  1.9332162e-009            
1.5655607e-007  1.9039477e-009            
1.6144845e-007  1.8658328e-009            
1.6634083e-007  1.7110757e-009            
1.712332e-007  1.6641139e-009            
1.7612558e-007  1.7286878e-009            
1.8101796e-007  1.7152208e-009            
1.8591034e-007  1.5991193e-009            
1.9080271e-007  1.524511e-009            
1.9569509e-007  1.6181226e-009            
2.0058747e-007  1.5892754e-009            
2.0547985e-007  1.6700055e-009            
2.1037222e-007  1.6891966e-009            
2.152646e-007  1.6491669e-009            
2.2015698e-007  1.7438573e-009            
2.2504935e-007  1.7954521e-009            
2.2994173e-007  1.8089979e-009            
2.3483411e-007  1.8316051e-009            
2.3972649e-007  1.8373605e-009            
2.4461886e-007  1.8511414e-009            
2.4951124e-007  1.8694297e-009            
2.5440362e-007  1.8341885e-009            
2.59296e-007  1.8825188e-009            
2.6418837e-007  1.9182615e-009            
2.6908075e-007  1.8199585e-009            
2.7397313e-007  1.7963949e-009            
2.788655e-007  1.8566583e-009            
2.8375788e-007  1.9105272e-009            
2.8865026e-007  1.9330757e-009            
2.9354264e-007  1.8714942e-009            
2.9843501e-007  1.808552e-009            
3.0332739e-007  1.6900896e-009            
3.0821977e-007  1.7207731e-009            
3.1311215e-007  1.7257428e-009            
3.1800452e-007  1.6860794e-009            
3.228969e-007  1.7458826e-009            
3.2778928e-007  1.8227053e-009            
3.3268165e-007  1.9056012e-009            
3.3757403e-007  1.8519695e-009            
3.4246641e-007  1.7922274e-009            
3.4735879e-007  1.6840149e-009            
3.5225116e-007  1.7263064e-009            
3.5714354e-007  1.7569696e-009            
3.6203592e-007  1.7527535e-009            
3.669283e-007  1.739563e-009            
3.7182067e-007  1.7031426e-009            
3.7671305e-007  1.7263702e-009            
3.8160543e-007  1.6922818e-009            
3.864978e-007  1.7615519e-009            
